truck_id,timestamp,gps_lat,gps_lon,temperature_c,humidity_percent,battery_level_percent,shock_event,refrigeration_status,cold_chain_status,engine_status,event_type,alert_level,nearby_charger_available,distance_to_next_charger_km
TRUCK_019,2025-06-27T12:47:38.788748,36.180797,89.007238,4.37,49.84,90.94,False,On,NORMAL,On,normal,none,True,33.65
TRUCK_094,2025-06-27T12:47:44.788748,18.2335,69.393291,3.96,59.24,19.65,False,On,NORMAL,On,normal,none,,
TRUCK_053,2025-06-27T12:47:49.788748,18.43618,94.963471,5.89,55.85,35.23,False,On,NORMAL,On,normal,none,,
TRUCK_051,2025-06-27T12:48:04.788748,35.475756,70.104422,-18.28,69.25,62.13,False,On,OVERCOOLED,On,normal,none,False,25.17
TRUCK_017,2025-06-27T12:48:08.788748,35.154398,89.806459,0.51,51.18,87.29,True,On,OVERCOOLED,On,shock,low,,
TRUCK_083,2025-06-27T12:48:14.788748,19.8471,83.274454,3.11,79.34,21.51,False,On,NORMAL,On,normal,none,,
TRUCK_093,2025-06-27T12:48:15.788748,27.874649,70.649767,5.94,76.75,69.03,False,On,NORMAL,On,normal,none,,
TRUCK_061,2025-06-27T12:48:24.788748,28.378979,84.349443,-15.73,49.62,53.35,False,On,NORMAL,On,normal,none,True,40.55
TRUCK_079,2025-06-27T12:48:37.788748,31.200175,86.358609,5.87,73.74,57.77,True,On,NORMAL,On,normal,none,,
TRUCK_067,2025-06-27T12:48:40.788748,18.09258,81.430442,9.78,62.65,60.13,False,On,BREACH,On,normal,none,False,31.23
TRUCK_010,2025-06-27T12:48:55.788748,10.515078,87.686851,0.27,46.58,50.53,True,On,OVERCOOLED,On,normal,none,,
TRUCK_078,2025-06-27T12:49:06.788748,28.57726,75.348564,0.9,75.07,80.3,False,On,OVERCOOLED,On,normal,none,True,6.83
TRUCK_062,2025-06-27T12:49:13.788748,9.089318,90.764466,3.17,68.17,58.44,False,On,NORMAL,On,normal,none,,
TRUCK_082,2025-06-27T12:49:13.788748,8.962861,96.431063,-16.68,69.66,47.76,False,On,NORMAL,On,normal,none,False,48.62
TRUCK_074,2025-06-27T12:49:15.788748,30.893722,84.101063,-19.9,78.76,20.03,False,On,OVERCOOLED,On,normal,none,,
TRUCK_029,2025-06-27T12:49:36.788748,15.673362,91.059795,24.38,60.31,25.55,False,On,NORMAL,On,normal,none,True,23.3
TRUCK_059,2025-06-27T12:49:52.788748,26.850166,78.586963,4.81,64.43,84.04,False,On,NORMAL,On,normal,none,True,47.09
TRUCK_096,2025-06-27T12:49:54.788748,31.173101,70.081469,1.17,66.52,93.76,False,On,OVERCOOLED,Stalled,normal,none,,
TRUCK_091,2025-06-27T12:49:58.788748,18.877107,88.035987,6.82,44.17,87.15,True,On,NORMAL,On,shock,low,True,42.01
TRUCK_021,2025-06-27T12:50:01.788748,25.229342,95.732525,-16.76,74.69,87.77,False,On,NORMAL,On,normal,none,True,9.18
TRUCK_086,2025-06-27T12:50:01.788748,8.441876,70.224705,17.62,73.73,72.99,False,On,NORMAL,On,normal,none,,
TRUCK_071,2025-06-27T12:50:09.788748,32.911384,91.514881,1.73,64.78,90.88,False,On,OVERCOOLED,On,normal,none,True,8.93
TRUCK_006,2025-06-27T12:50:41.788748,13.766057,78.989401,4.41,49.42,57.59,False,Off,BREACH,On,normal,none,,
TRUCK_081,2025-06-27T12:50:44.788748,15.241975,75.714149,0.38,57.04,45.84,False,On,OVERCOOLED,On,normal,none,,
TRUCK_066,2025-06-27T12:50:49.788748,22.622371,87.26986,6.89,75.94,49.79,False,On,NORMAL,On,normal,none,True,20.73
TRUCK_047,2025-06-27T12:50:52.788748,23.731992,80.914101,3.69,74.45,88.15,False,On,NORMAL,On,normal,none,,
TRUCK_037,2025-06-27T12:51:01.788748,14.982413,85.999236,4.99,47.19,67.32,False,On,NORMAL,On,normal,none,,
TRUCK_056,2025-06-27T12:51:02.788748,34.92557,85.792285,20.79,48.98,79.98,False,On,NORMAL,On,normal,none,,
TRUCK_030,2025-06-27T12:51:04.788748,17.730427,91.091125,9.16,42.08,19.76,False,On,BREACH,On,normal,none,,
TRUCK_100,2025-06-27T12:51:04.788748,19.622349,89.831103,5.95,75.15,23.73,False,On,NORMAL,On,normal,none,False,20.43
TRUCK_043,2025-06-27T12:51:08.788748,27.796047,87.480876,-13.77,47.69,83.0,False,On,BREACH,On,normal,none,,
TRUCK_003,2025-06-27T12:51:09.788748,27.782083,83.453488,8.07,55.79,96.46,False,On,BREACH,On,rescuing,medium,,
TRUCK_092,2025-06-27T12:51:14.788748,20.410712,74.156103,6.14,58.91,20.69,False,On,NORMAL,On,normal,none,False,41.94
TRUCK_005,2025-06-27T12:51:17.788748,29.33818,87.90915,25.84,56.58,56.73,False,Off,BREACH,On,fault,high,False,24.72
TRUCK_040,2025-06-27T12:51:17.788748,19.775888,71.220374,-17.69,56.33,82.35,False,On,NORMAL,On,normal,none,,
TRUCK_073,2025-06-27T12:51:27.788748,25.38128,84.803008,23.44,69.34,48.22,False,On,NORMAL,On,normal,none,False,46.58
TRUCK_076,2025-06-27T12:51:44.788748,17.9134,74.217058,4.65,68.17,33.73,False,On,NORMAL,On,normal,none,False,38.84
TRUCK_012,2025-06-27T12:51:47.788748,12.841263,74.038939,9.38,58.27,47.4,False,On,BREACH,On,normal,none,True,9.71
TRUCK_026,2025-06-27T12:51:47.788748,12.596927,71.300481,4.37,67.11,83.72,False,Off,BREACH,On,normal,none,,
TRUCK_057,2025-06-27T12:51:50.788748,19.81373,69.497081,5.64,47.75,3.36,False,On,NORMAL,On,fault,medium,False,14.32
TRUCK_014,2025-06-27T12:52:03.788748,34.187376,94.275092,2.79,68.55,23.9,True,Off,BREACH,On,normal,none,True,33.96
TRUCK_020,2025-06-27T12:52:13.788748,27.622944,76.896229,0.51,73.9,71.01,False,On,OVERCOOLED,On,normal,none,,
TRUCK_072,2025-06-27T12:52:13.788748,20.838306,85.729263,1.37,66.27,92.19,False,On,OVERCOOLED,On,normal,none,False,35.29
TRUCK_088,2025-06-27T12:52:13.788748,35.432877,76.625185,8.26,68.13,65.29,False,On,BREACH,On,normal,none,,
TRUCK_065,2025-06-27T12:52:20.788748,13.70831,86.281438,20.0,76.78,91.08,False,On,NORMAL,On,normal,none,True,9.4
TRUCK_027,2025-06-27T12:52:28.788748,15.451947,72.582841,3.3,63.92,17.55,False,On,NORMAL,On,normal,none,False,49.5
TRUCK_013,2025-06-27T12:52:29.788748,16.882873,80.983452,19.07,40.14,68.53,False,On,NORMAL,On,normal,none,False,26.81
TRUCK_025,2025-06-27T12:52:41.788748,23.396302,78.549942,23.82,57.59,37.73,False,Off,BREACH,On,fault,high,,
TRUCK_019,2025-06-27T12:52:44.788748,32.307489,73.199346,7.11,71.05,21.78,False,On,NORMAL,On,normal,none,False,6.14
TRUCK_052,2025-06-27T12:52:57.788748,25.340007,72.370826,9.86,53.57,51.9,False,On,BREACH,On,normal,none,False,13.64
TRUCK_001,2025-06-27T12:53:00.788748,13.801785,88.445591,7.53,73.0,95.35,False,On,NORMAL,On,normal,none,False,46.18
TRUCK_010,2025-06-27T12:53:02.788748,32.704025,80.284837,0.74,61.2,75.51,False,On,OVERCOOLED,On,normal,none,,
TRUCK_043,2025-06-27T12:53:09.788748,34.685332,79.016028,-17.18,61.41,65.11,False,On,NORMAL,On,normal,none,,
TRUCK_006,2025-06-27T12:53:12.788748,11.266516,69.907276,1.22,62.95,72.1,False,On,OVERCOOLED,On,normal,none,,
TRUCK_056,2025-06-27T12:53:15.788748,27.882205,69.466667,24.77,59.38,94.07,False,On,NORMAL,On,normal,none,,
TRUCK_055,2025-06-27T12:53:18.788748,22.359649,71.895716,7.88,61.81,51.94,False,On,NORMAL,On,normal,none,False,18.29
TRUCK_097,2025-06-27T12:53:18.788748,18.717417,77.908816,6.36,73.95,38.35,False,On,NORMAL,Stalled,normal,none,,
TRUCK_015,2025-06-27T12:53:27.788748,26.730384,90.843516,-15.24,61.58,67.76,False,On,NORMAL,On,normal,none,True,47.68
TRUCK_002,2025-06-27T12:53:33.788748,20.811186,96.893795,3.82,68.78,37.48,False,On,NORMAL,On,normal,none,False,29.11
TRUCK_091,2025-06-27T12:53:33.788748,29.145706,72.451956,4.21,58.09,90.28,False,On,NORMAL,On,normal,none,True,33.27
TRUCK_032,2025-06-27T12:53:47.788748,17.583296,85.682831,4.72,57.86,89.59,False,On,NORMAL,On,normal,none,,
TRUCK_034,2025-06-27T12:53:54.788748,21.106277,70.863674,18.97,46.37,38.48,False,On,NORMAL,On,normal,none,True,16.35
TRUCK_082,2025-06-27T12:54:00.788748,12.298834,73.805142,-15.66,40.43,75.8,False,On,NORMAL,On,normal,none,True,21.7
TRUCK_041,2025-06-27T12:54:03.788748,11.950619,94.361304,29.81,54.73,66.74,False,Off,BREACH,On,fault,high,,
TRUCK_037,2025-06-27T12:54:27.788748,37.352428,83.191143,6.1,52.88,81.46,False,On,NORMAL,On,normal,none,,
TRUCK_062,2025-06-27T12:54:31.788748,17.831924,96.096747,9.42,51.3,29.9,False,On,BREACH,Off,normal,none,,
TRUCK_089,2025-06-27T12:54:46.788748,16.739125,74.616228,2.78,70.73,22.51,False,On,NORMAL,On,normal,none,False,13.06
TRUCK_044,2025-06-27T12:54:50.788748,37.312362,73.303378,1.44,61.26,27.35,False,On,OVERCOOLED,On,normal,none,,
TRUCK_012,2025-06-27T12:54:59.788748,11.653847,80.162839,2.17,62.38,79.44,False,On,NORMAL,On,normal,none,False,33.02
TRUCK_070,2025-06-27T12:55:13.788748,19.151899,90.70912,5.37,77.92,60.87,False,On,NORMAL,On,normal,none,,
TRUCK_074,2025-06-27T12:55:21.788748,22.35136,87.959339,-18.13,48.11,35.96,False,On,OVERCOOLED,On,normal,none,,
TRUCK_065,2025-06-27T12:55:30.788748,19.39362,87.037759,16.38,64.64,98.56,False,On,NORMAL,On,normal,none,False,10.25
TRUCK_059,2025-06-27T12:55:41.788748,24.332176,91.92626,5.58,70.59,25.18,False,On,NORMAL,On,normal,none,False,21.03
TRUCK_009,2025-06-27T12:56:04.788748,23.929709,75.668533,6.48,66.63,73.09,False,On,NORMAL,On,normal,none,,
TRUCK_023,2025-06-27T12:56:04.788748,11.676867,74.64696,4.4,44.6,64.49,False,Off,BREACH,Stalled,normal,none,,
TRUCK_049,2025-06-27T12:56:09.788748,27.804238,84.259495,4.45,40.24,26.81,False,Off,BREACH,On,normal,none,,
TRUCK_057,2025-06-27T12:56:11.788748,14.024669,69.038912,5.32,56.66,92.05,False,On,NORMAL,On,normal,none,False,5.3
TRUCK_081,2025-06-27T12:56:15.788748,20.591746,91.313962,4.98,65.61,39.06,False,On,NORMAL,On,normal,none,,
TRUCK_013,2025-06-27T12:56:18.788748,34.247266,93.310323,23.08,50.6,71.57,False,On,NORMAL,On,normal,none,False,21.1
TRUCK_036,2025-06-27T12:56:25.788748,29.203302,96.71563,8.34,48.99,94.82,False,On,BREACH,On,normal,none,False,25.81
TRUCK_086,2025-06-27T12:56:32.788748,13.802141,69.986925,16.95,79.96,29.55,False,On,NORMAL,On,normal,none,,
TRUCK_085,2025-06-27T12:56:36.788748,19.86404,75.326564,8.1,59.58,81.65,False,On,BREACH,On,normal,none,False,42.77
TRUCK_071,2025-06-27T12:56:40.788748,8.444458,95.310657,5.55,55.21,15.26,False,On,NORMAL,On,normal,none,False,10.48
TRUCK_028,2025-06-27T12:56:45.788748,22.599439,81.119428,-14.45,61.19,10.86,False,On,BREACH,On,normal,none,,
TRUCK_051,2025-06-27T12:56:45.788748,10.551421,84.306212,-13.76,77.01,66.18,False,On,BREACH,On,normal,none,True,31.6
TRUCK_003,2025-06-27T12:56:47.788748,10.528574,90.375469,7.5,55.01,91.46,False,On,NORMAL,On,normal,none,,
TRUCK_077,2025-06-27T12:56:49.788748,34.323994,79.79731,2.97,51.45,91.36,True,On,NORMAL,On,shock,low,,
TRUCK_061,2025-06-27T12:56:55.788748,31.166708,87.49368,-15.04,71.45,48.9,False,On,NORMAL,On,normal,none,False,22.73
TRUCK_079,2025-06-27T12:56:57.788748,17.197523,81.677047,9.48,52.63,39.43,False,On,BREACH,On,normal,none,,
TRUCK_075,2025-06-27T12:57:01.788748,20.942902,95.473345,7.19,65.53,99.77,False,On,NORMAL,On,normal,none,True,42.57
TRUCK_080,2025-06-27T12:57:09.788748,16.044416,94.384568,6.21,71.3,60.16,False,On,NORMAL,On,normal,none,,
TRUCK_050,2025-06-27T12:57:10.788748,35.768793,78.059362,5.32,41.17,73.26,False,On,NORMAL,Off,normal,none,,
TRUCK_038,2025-06-27T12:57:11.788748,30.832291,96.010119,2.35,53.87,21.84,True,On,NORMAL,On,normal,none,,
TRUCK_067,2025-06-27T12:57:14.788748,21.749685,71.634837,1.14,41.56,36.03,False,On,OVERCOOLED,On,normal,none,False,31.03
TRUCK_096,2025-06-27T12:57:14.788748,30.650421,91.305428,1.32,74.51,88.46,False,On,OVERCOOLED,On,normal,none,,
TRUCK_098,2025-06-27T12:57:16.788748,15.816983,74.826435,0.68,57.88,61.5,False,On,OVERCOOLED,On,normal,none,,
TRUCK_072,2025-06-27T12:57:21.788748,25.298847,92.64232,4.34,45.44,35.59,True,On,NORMAL,On,normal,none,True,8.2
TRUCK_045,2025-06-27T12:57:26.788748,13.441667,91.399466,5.8,64.5,68.7,False,On,NORMAL,On,normal,none,True,23.39
TRUCK_046,2025-06-27T12:57:29.788748,13.360845,76.618609,3.26,47.61,24.37,False,On,NORMAL,On,normal,none,True,31.06
TRUCK_022,2025-06-27T12:57:32.788748,11.535157,88.737224,7.76,71.37,73.49,False,On,NORMAL,On,normal,none,,
TRUCK_026,2025-06-27T12:57:33.788748,23.142646,81.664181,9.64,75.73,34.32,False,On,BREACH,On,normal,none,,
TRUCK_008,2025-06-27T12:57:42.788748,23.144279,73.335998,1.97,70.22,12.36,False,On,OVERCOOLED,On,rescuing,medium,,
TRUCK_094,2025-06-27T12:57:50.788748,30.103705,76.497535,9.78,54.15,11.51,False,On,BREACH,On,normal,none,,
TRUCK_064,2025-06-27T12:57:53.788748,28.290797,77.362609,25.05,75.42,74.47,False,On,BREACH,On,normal,none,True,5.93
TRUCK_014,2025-06-27T12:57:59.788748,33.645484,70.251314,4.85,43.45,46.1,False,On,NORMAL,On,normal,none,True,28.26
TRUCK_005,2025-06-27T12:58:04.788748,25.284839,76.729339,8.26,72.57,35.41,False,On,BREACH,On,normal,none,True,12.6
TRUCK_030,2025-06-27T12:58:11.788748,10.306568,80.141887,3.13,47.02,14.76,False,On,NORMAL,Off,normal,none,,
TRUCK_088,2025-06-27T12:58:13.788748,25.275391,86.400949,0.24,42.31,27.91,False,On,OVERCOOLED,On,normal,none,,
TRUCK_024,2025-06-27T12:58:23.788748,22.321846,90.880475,-17.7,62.18,28.71,False,On,NORMAL,On,normal,none,True,13.71
TRUCK_090,2025-06-27T12:58:43.788748,33.645163,72.81826,7.74,68.18,24.04,True,On,NORMAL,On,shock,low,False,36.14
TRUCK_063,2025-06-27T12:58:47.788748,31.867235,95.878684,2.58,40.5,71.22,False,On,NORMAL,On,normal,none,True,27.62
TRUCK_092,2025-06-27T12:58:54.788748,23.935803,86.110807,7.56,74.38,73.7,True,On,NORMAL,On,normal,none,False,16.59
TRUCK_069,2025-06-27T12:58:59.788748,31.459807,80.772288,0.3,78.21,86.08,False,On,OVERCOOLED,On,normal,none,,
TRUCK_040,2025-06-27T12:59:04.788748,13.235304,93.190791,-16.65,65.71,38.57,True,On,NORMAL,On,shock,low,,
TRUCK_093,2025-06-27T12:59:07.788748,29.605449,78.859912,6.42,70.13,53.58,False,On,NORMAL,On,normal,none,,
TRUCK_048,2025-06-27T12:59:50.788748,17.028975,77.693202,-14.73,59.69,73.88,False,On,BREACH,On,normal,none,,
TRUCK_047,2025-06-27T12:59:57.788748,11.977071,77.614755,2.54,66.15,59.11,False,On,NORMAL,On,normal,none,,
TRUCK_100,2025-06-27T13:00:14.788748,8.774547,85.23328,0.55,52.22,39.76,False,On,OVERCOOLED,On,normal,none,True,39.79
TRUCK_060,2025-06-27T13:00:18.788748,8.745366,84.539649,0.54,49.42,33.22,False,On,OVERCOOLED,On,normal,none,,
TRUCK_054,2025-06-27T13:00:21.788748,36.859336,89.072472,0.37,71.14,76.72,False,On,OVERCOOLED,On,normal,none,,
TRUCK_021,2025-06-27T13:00:24.788748,10.41781,89.532752,-18.67,79.55,73.03,False,On,OVERCOOLED,On,normal,none,False,9.69
TRUCK_033,2025-06-27T13:00:29.788748,10.981931,81.884094,6.41,63.13,56.19,False,On,NORMAL,On,normal,none,False,5.9
TRUCK_066,2025-06-27T13:00:30.788748,10.739109,93.641036,2.34,58.95,18.04,False,On,NORMAL,On,normal,none,True,15.78
TRUCK_087,2025-06-27T13:00:31.788748,20.936048,89.157304,7.04,61.76,10.66,False,On,NORMAL,On,normal,none,False,11.95
TRUCK_018,2025-06-27T13:00:35.788748,21.858237,76.950536,-19.08,75.67,80.73,False,On,OVERCOOLED,On,normal,none,,
TRUCK_053,2025-06-27T13:00:35.788748,14.402104,94.892184,5.3,46.02,50.43,False,On,NORMAL,On,normal,none,,
TRUCK_017,2025-06-27T13:00:48.788748,13.014077,76.190332,5.25,49.11,15.04,False,On,NORMAL,On,normal,none,,
TRUCK_042,2025-06-27T13:00:55.788748,14.099345,79.175289,8.53,46.61,75.77,False,On,BREACH,On,normal,none,False,29.32
TRUCK_039,2025-06-27T13:00:59.788748,11.744445,89.195354,25.41,44.32,83.61,False,On,BREACH,On,normal,none,,
TRUCK_020,2025-06-27T13:01:03.788748,23.964567,91.888705,9.36,61.08,55.51,False,On,BREACH,On,normal,none,,
TRUCK_027,2025-06-27T13:01:05.788748,32.275973,87.889625,4.47,60.66,38.61,False,On,NORMAL,On,normal,none,True,47.09
TRUCK_078,2025-06-27T13:01:10.788748,16.236498,92.208496,9.83,58.62,60.1,False,On,BREACH,On,normal,none,False,42.88
TRUCK_016,2025-06-27T13:01:14.788748,22.532566,80.515568,9.85,63.56,16.0,False,On,BREACH,On,normal,none,,
TRUCK_095,2025-06-27T13:01:16.788748,17.509703,79.588196,7.43,69.46,67.91,False,On,NORMAL,On,normal,none,,
TRUCK_073,2025-06-27T13:01:18.788748,18.885378,86.717408,26.91,66.08,38.89,False,On,BREACH,On,normal,none,True,48.14
TRUCK_076,2025-06-27T13:01:23.788748,35.5067,71.242336,7.99,51.55,93.4,False,On,NORMAL,On,normal,none,False,32.79
TRUCK_099,2025-06-27T13:01:27.788748,36.422875,71.827438,-15.33,62.56,91.68,False,On,NORMAL,On,normal,none,,
TRUCK_029,2025-06-27T13:01:35.788748,27.223844,88.155588,18.02,55.23,81.92,False,On,NORMAL,On,normal,none,False,34.88
TRUCK_011,2025-06-27T13:01:39.788748,28.701013,75.856793,6.68,63.35,59.77,False,On,NORMAL,On,normal,none,,
TRUCK_058,2025-06-27T13:01:45.788748,9.032465,90.148846,-15.01,44.37,13.61,False,On,NORMAL,On,normal,none,False,28.92
TRUCK_035,2025-06-27T13:01:46.788748,17.724277,87.672686,6.94,63.66,38.54,False,On,NORMAL,On,normal,none,False,31.36
TRUCK_068,2025-06-27T13:01:59.788748,25.363186,82.451053,4.99,63.17,59.99,False,On,NORMAL,On,normal,none,False,14.05
TRUCK_084,2025-06-27T13:02:03.788748,15.35062,92.200059,7.23,63.02,97.94,False,On,NORMAL,On,normal,none,,
TRUCK_004,2025-06-27T13:02:09.788748,30.264181,83.59742,24.92,45.04,43.89,False,Off,BREACH,On,normal,none,,
TRUCK_031,2025-06-27T13:02:14.788748,25.200181,76.691264,8.46,68.27,94.44,False,On,BREACH,On,normal,none,False,40.63
TRUCK_083,2025-06-27T13:02:14.788748,33.910054,72.550661,6.07,64.16,85.76,False,On,NORMAL,On,normal,none,,
TRUCK_007,2025-06-27T13:02:15.788748,18.179659,89.510606,8.78,75.59,36.7,False,On,BREACH,On,normal,none,,
TRUCK_017,2025-06-27T13:02:16.788748,28.018442,88.405281,1.0,41.98,54.78,False,On,OVERCOOLED,On,normal,none,,
TRUCK_055,2025-06-27T13:02:33.788748,20.355618,78.629367,1.97,62.24,81.63,False,On,OVERCOOLED,On,normal,none,False,13.25
TRUCK_097,2025-06-27T13:02:37.788748,19.648502,78.380573,9.06,66.73,2.1,False,On,BREACH,On,fault,medium,,
TRUCK_072,2025-06-27T13:02:48.788748,35.669214,77.874985,5.12,49.11,26.65,False,On,NORMAL,On,normal,none,True,20.05
TRUCK_037,2025-06-27T13:02:49.788748,23.110021,86.449243,1.9,54.0,1.29,False,On,OVERCOOLED,On,fault,medium,,
TRUCK_056,2025-06-27T13:02:52.788748,25.905452,78.400542,19.0,75.96,33.93,False,On,NORMAL,On,normal,none,,
TRUCK_068,2025-06-27T13:02:59.788748,34.38136,78.620493,4.19,61.33,24.73,False,On,NORMAL,On,normal,none,True,36.09
TRUCK_047,2025-06-27T13:03:05.788748,23.578301,89.932668,4.33,64.33,62.41,False,On,NORMAL,On,normal,none,,
TRUCK_077,2025-06-27T13:03:06.788748,22.973247,91.662118,4.6,45.42,90.75,False,On,NORMAL,On,normal,none,,
TRUCK_009,2025-06-27T13:03:10.788748,29.025293,76.335007,6.02,56.85,91.61,False,On,NORMAL,On,normal,none,,
TRUCK_084,2025-06-27T13:03:18.788748,10.424953,78.218689,4.72,76.15,90.02,False,On,NORMAL,On,normal,none,,
TRUCK_041,2025-06-27T13:03:24.788748,21.113636,76.397443,2.92,65.92,73.66,False,On,NORMAL,On,normal,none,,
TRUCK_018,2025-06-27T13:03:32.788748,29.494687,92.155171,-14.36,75.36,36.98,False,Off,BREACH,On,normal,none,,
TRUCK_022,2025-06-27T13:03:34.788748,20.351824,84.063589,8.08,71.9,17.22,False,On,BREACH,On,normal,none,,
TRUCK_067,2025-06-27T13:03:40.788748,8.608289,88.552209,8.46,79.93,83.28,False,On,BREACH,Off,normal,none,False,21.83
TRUCK_064,2025-06-27T13:03:47.788748,27.446863,80.303501,19.8,72.61,58.26,False,Off,BREACH,On,normal,none,False,42.73
TRUCK_083,2025-06-27T13:03:48.788748,30.23392,97.196482,6.34,47.23,47.28,True,On,NORMAL,On,normal,none,,
TRUCK_078,2025-06-27T13:03:50.788748,12.758426,76.607422,2.69,42.91,83.75,True,On,NORMAL,On,shock,low,False,41.74
TRUCK_074,2025-06-27T13:04:10.788748,11.047766,85.837544,-17.56,43.78,89.12,False,Off,BREACH,Off,normal,none,,
TRUCK_002,2025-06-27T13:04:11.788748,31.240335,86.076965,0.71,65.99,97.76,False,On,OVERCOOLED,On,normal,none,False,9.94
TRUCK_082,2025-06-27T13:04:14.788748,32.380916,96.588723,-16.98,65.85,37.46,False,On,NORMAL,On,normal,none,True,15.22
TRUCK_013,2025-06-27T13:04:20.788748,14.275259,88.041661,15.05,51.31,70.86,False,On,NORMAL,On,normal,none,True,18.88
TRUCK_015,2025-06-27T13:04:26.788748,26.344348,72.099751,-14.58,60.87,73.29,False,On,BREACH,On,normal,none,False,37.33
TRUCK_071,2025-06-27T13:04:26.788748,25.599745,74.039468,4.68,51.55,26.56,False,On,NORMAL,Stalled,fault,high,True,7.06
TRUCK_029,2025-06-27T13:04:37.788748,25.152596,81.987622,25.99,63.45,17.55,True,On,BREACH,On,normal,none,True,41.37
TRUCK_035,2025-06-27T13:04:37.788748,14.537587,75.118993,3.13,54.72,12.95,False,On,NORMAL,On,normal,none,True,49.34
TRUCK_031,2025-06-27T13:04:40.788748,36.216728,95.92059,6.5,48.73,86.51,False,On,NORMAL,On,normal,none,True,15.81
TRUCK_042,2025-06-27T13:04:40.788748,19.598683,87.858209,5.62,46.88,43.17,False,On,NORMAL,On,normal,none,False,43.4
TRUCK_046,2025-06-27T13:04:43.788748,36.699388,70.652603,9.98,65.74,64.1,False,On,BREACH,On,normal,none,False,36.63
TRUCK_004,2025-06-27T13:04:54.788748,27.600407,96.818155,14.26,63.79,33.19,False,On,OVERCOOLED,On,normal,none,,
TRUCK_032,2025-06-27T13:04:55.788748,35.692681,80.481774,6.67,54.72,83.86,False,On,NORMAL,On,normal,none,,
TRUCK_028,2025-06-27T13:05:00.788748,36.756476,70.121636,-19.14,75.92,45.19,True,On,OVERCOOLED,On,normal,none,,
TRUCK_020,2025-06-27T13:05:35.788748,17.875402,70.497257,1.51,72.34,11.14,False,On,OVERCOOLED,On,normal,none,,
TRUCK_005,2025-06-27T13:05:49.788748,37.199305,74.355981,1.4,56.08,84.63,False,On,OVERCOOLED,On,normal,none,True,43.06
TRUCK_100,2025-06-27T13:05:51.788748,21.683966,93.309837,0.22,51.85,61.29,False,On,OVERCOOLED,On,normal,none,True,25.95
TRUCK_010,2025-06-27T13:05:54.788748,14.211073,92.16519,6.48,59.35,31.38,False,On,NORMAL,On,normal,none,,
TRUCK_090,2025-06-27T13:05:54.788748,19.962262,84.282763,1.25,71.77,87.74,False,On,OVERCOOLED,On,normal,none,True,39.08
TRUCK_099,2025-06-27T13:06:03.788748,21.379594,69.499593,-14.5,71.72,84.53,True,On,BREACH,On,normal,none,,
TRUCK_085,2025-06-27T13:06:08.788748,10.844797,83.421379,5.16,41.83,81.93,False,On,NORMAL,On,normal,none,True,38.03
TRUCK_087,2025-06-27T13:06:10.788748,14.240749,84.026555,3.87,61.7,67.69,False,On,NORMAL,On,normal,none,True,48.61
TRUCK_088,2025-06-27T13:06:11.788748,36.960422,90.543383,7.94,53.07,33.02,False,On,NORMAL,On,normal,none,,
TRUCK_016,2025-06-27T13:06:17.788748,15.813048,76.593183,0.99,74.99,86.96,False,On,OVERCOOLED,On,normal,none,,
TRUCK_054,2025-06-27T13:06:41.788748,26.651419,92.982393,1.05,45.34,16.07,False,On,OVERCOOLED,On,normal,none,,
TRUCK_021,2025-06-27T13:06:49.788748,34.717852,87.489349,-15.99,69.46,71.31,False,On,NORMAL,On,normal,none,False,34.56
TRUCK_062,2025-06-27T13:07:06.788748,37.334508,84.460249,7.58,70.4,31.62,False,On,NORMAL,On,normal,none,,
TRUCK_044,2025-06-27T13:07:17.788748,23.67856,97.119354,9.86,68.16,28.35,False,On,BREACH,On,normal,none,,
TRUCK_045,2025-06-27T13:07:17.788748,17.262238,83.618753,4.76,65.22,91.85,False,On,NORMAL,On,normal,none,False,9.85
TRUCK_063,2025-06-27T13:07:27.788748,10.419278,76.751104,7.17,76.14,91.6,False,On,NORMAL,On,normal,none,False,47.65
TRUCK_089,2025-06-27T13:07:36.788748,16.007233,86.470872,3.09,66.77,33.09,False,On,NORMAL,On,normal,none,True,40.5
TRUCK_040,2025-06-27T13:07:40.788748,16.590382,87.64623,-18.36,44.14,84.73,False,On,OVERCOOLED,On,normal,none,,
TRUCK_052,2025-06-27T13:07:48.788748,32.311785,82.922324,6.54,50.59,79.45,False,On,NORMAL,On,normal,none,True,49.01
TRUCK_095,2025-06-27T13:07:50.788748,37.191937,92.75921,1.45,64.64,62.11,False,On,OVERCOOLED,On,normal,none,,
TRUCK_024,2025-06-27T13:08:02.788748,10.612587,80.251606,-14.58,59.72,11.92,False,On,BREACH,On,normal,none,True,10.91
TRUCK_075,2025-06-27T13:08:06.788748,19.276522,74.299931,5.98,59.25,57.0,False,On,NORMAL,On,normal,none,True,47.5
TRUCK_051,2025-06-27T13:08:08.788748,33.995856,77.007095,-15.15,64.08,32.92,False,Off,BREACH,On,normal,none,True,14.7
TRUCK_025,2025-06-27T13:08:26.788748,14.53076,91.610479,2.85,41.34,92.24,False,On,NORMAL,On,normal,none,,
TRUCK_076,2025-06-27T13:08:27.788748,35.325548,81.906152,1.9,51.73,65.07,False,On,OVERCOOLED,On,normal,none,True,14.29
TRUCK_019,2025-06-27T13:08:31.788748,16.673648,76.742883,2.87,61.66,82.28,False,On,NORMAL,On,normal,none,False,48.25
